hgvsg	cadd_consscore	cadd_rawscore	dbnsfp_bayesdel_add_af_rankscore	dbnsfp_bayesdel_no_af_rankscore	dbnsfp_bstatistic_converted_rankscore	dbnsfp_clinpred_rankscore	dbnsfp_dann_rankscore	dbnsfp_deogen2_rankscore	dbnsfp_eigen_raw_coding_rankscore	dbnsfp_eigen_pc_raw_coding_rankscore	dbnsfp_fathmm_converted_rankscore	dbnsfp_fathmm_mkl_coding_rankscore	dbnsfp_fathmm_xf_coding_rankscore	dbnsfp_genocanyon_rankscore	dbnsfp_gerp___rs_rankscore	dbnsfp_gm12878_fitcons_rankscore	dbnsfp_h1_hesc_fitcons_rankscore	dbnsfp_huvec_fitcons_rankscore	dbnsfp_integrated_fitcons_rankscore	dbnsfp_list_s2_rankscore	dbnsfp_lrt_converted_rankscore	dbnsfp_metalr_rankscore	dbnsfp_metarnn_rankscore	dbnsfp_metasvm_rankscore	dbnsfp_mpc_rankscore	dbnsfp_mutationassessor_rankscore	dbnsfp_mutationtaster_converted_rankscore	dbnsfp_phastcons_100way_vertebrate_rankscore	dbnsfp_phastcons_17way_primate_rankscore	dbnsfp_phastcons_30way_mammalian_rankscore	dbnsfp_phylop_100way_vertebrate_rankscore	dbnsfp_phylop_17way_primate_rankscore	dbnsfp_phylop_30way_mammalian_rankscore	dbnsfp_polyphen2_hdiv_rankscore	dbnsfp_polyphen2_hvar_rankscore	dbnsfp_primateai_rankscore	dbnsfp_provean_converted_rankscore	dbnsfp_revel_rankscore	dbnsfp_sift_converted_rankscore	dbnsfp_sift4g_converted_rankscore	dbnsfp_siphy_29way_logodds_rankscore	dbnsfp_siphy_29way_logodds_score	dbnsfp_vest4_rankscore	evs_grantham_score	mutdb_mutpred_score	gnomad_exome_af	gnomad_genome_af	civic_actionscore	civic_clinvar_cnt	exac_nontcga_af	exac_af	clinvar_accession	clinvar_sig	clinvar_origin	clinvar_name	clinvar_accession_0	clinvar_sig_0	clivar_origin_0	clinvar_name_0	clinvar_accession_1	clinvar_sig_1	clivar_origin_1	clinvar_name_1	clinvar_accession_2	clinvar_sig_2	clivar_origin_2	clinvar_name_2	clinvar_accession_3	clinvar_sig_3	clivar_origin_3	clinvar_name_3	dbnsfp_clinvar_sig
chr13:g.32912054A>G	7	-2.365459	0.09818	0.08832	0.51929	0.02027	0.00618		0.02482	0.03199	0.00619	0.04953	0.01838	0.2459	0.0741	0.59785	0.55881	0.61905	0.37627		0.02973	0.00646	0.11996	0.46904	0.01871		0.08975	0.06391	0.25202	0.11561	0.06159	0.11441	0.11009			0.02119	0.0314	0.04979	0.08188	0.04029	0.34111	8.8084	0.11626			3.9833e-06	3.1841e-05			9.415e-06	8.236e-06					RCV000034438	Uncertain significance	germline	not provided	RCV000132042	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000465606	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000779929	Uncertain significance	germline	not specified	Conflicting_interpretations_of_pathogenicity
chr13:g.32912067T>G	7	2.112391	0.05568	0.44933	0.51929	0.21299	0.26804		0.20498	0.1485	0.00703	0.169	0.19841	0.28008	0.03976	0.59785	0.55881	0.61905	0.37627		0.05432	0.014	0.23359	0.40345	0.17844		0.08975	0.06391	0.22653	0.10786	0.0479	0.52629	0.21709			0.0691	0.8135	0.4843	0.52492	0.3204	0.15383	5.3593	0.49511		0.374	0.000175256	3.1841e-05			0.0001506	0.0001318					RCV000077308	Benign	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000130786	Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000254642	Benign	germline	not specified	RCV000755858	Conflicting interpretations of pathogenicity	germline	not provided	Benign
chr13:g.32912101T>G	7	3.761752	0.50941	0.50292	0.51929	0.41602	0.73983		0.21279	0.21307	0.008	0.26338	0.21994	0.2551	0.2689	0.59785	0.55881	0.61905	0.37627		0.12861	0.01295	0.37231	0.47332	0.06201		0.08975	0.1704	0.678	0.36183	0.33156	0.52629	0.5683			0.09596	0.73151	0.37593	0.48642	0.50809	0.04391	2.5191	0.52829			3.98416e-06																										
chr13:g.32912112A>G	7	0.024329	0.31906	0.30974	0.51929	0.09689	0.13785		0.08853	0.08179	0.00662	0.10406	0.08348	0.41424	0.0182	0.59785	0.55881	0.61905	0.37627		0.06819	0.00864	0.3046	0.45958	0.02249		0.08975	0.06391	0.79791	0.33211	0.0415	0.85838	0.24218			0.03914	0.769	0.59981	0.22312	0.30143	0.01522	1.0719	0.4409			3.98572e-06										RCV000031429	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000218950	Uncertain significance	germline	not provided	RCV000557673	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000569223	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	Uncertain_significance
chr13:g.32912120G>A	7	-0.02292	0.10976	0.18771	0.51929	0.01231	0.20576		0.09121	0.10648	0.00643	0.09504	0.08039	0.23669	0.1728	0.12157	0.55881	0.61905	0.37627		0.03473	0.00961	0.17	0.50394	0.02249		0.08975	0.2364	0.59238	0.35359	0.13685	0.10537	0.11179			0.034	0.52776	0.26093	0.11514	0.11263	0.03291	2.0188	0.36779			7.97372e-06										RCV000220676	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001214933	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr13:g.32912121A>T	7	1.54537	0.29684	0.48906	0.51929	0.45512	0.35364		0.19822	0.17721	0.00681	0.27021	0.15218	0.23592	0.11329	0.12157	0.55881	0.61905	0.37627		0.03473	0.01295	0.43053	0.47684	0.11194		0.08975	0.28438	0.58198	0.35693	0.36886	0.07553	0.2632			0.0233	0.8776	0.42578	0.43393	0.24334	0.19152	6.0786	0.52829			3.98689e-06				9.416e-06	8.237e-06					RCV000221295	Uncertain significance	germline	not provided	RCV001854745	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002450647	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32912127A>T	7	4.358958	0.4699	0.64304	0.51929	0.7147	0.52149		0.45744	0.42239	0.74896	0.53828	0.23776	0.25241	0.25278	0.12157	0.55881	0.61905	0.37627		0.19869	0.71486	0.57147	0.61103	0.17289		0.20372	0.3238	0.65344	0.5113	0.38841	0.85838	0.87026			0.14388	0.95424	0.74377	0.63226	0.3533	0.4171	10.1066	0.50688		0.574	1.19617e-05	3.18492e-05			9.415e-06	8.237e-06					RCV000044232	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000113199	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000166119	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000588318	Uncertain significance	germline	not provided	Uncertain_significance
chr13:g.32912131A>T	7	2.028448	0.55806	0.69165	0.51929	0.23349	0.81563		0.26414	0.29072	0.81067	0.22998	0.13161	0.34034	0.61157	0.12157	0.55881	0.61905	0.37627		0.23878	0.72917	0.622	0.72721	0.03293		0.30819	0.24879	0.678	0.65909	0.31866	0.85838	0.87026			0.03655	0.56945	0.82742	0.4691	0.30729	0.5339	12.1576	0.5194			7.97728e-06										RCV000759601	Uncertain significance	germline	not provided	RCV001047451	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002458366	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32912132G>A	7	0.66139	0.56971	0.56416	0.51929	0.16345	0.71831		0.15571	0.1646	0.76037	0.10144	0.02886	0.23834	0.18999	0.12157	0.55881	0.61905	0.37627		0.06316	0.58678	0.28425	0.4622	0.0399		0.08975	0.06391	0.65344	0.59523	0.14657	0.54149	0.11999			0.05116	0.36787	0.72328	0.09836	0.28958	0.07997	3.7244	0.40364				3.18471e-05									RCV000510016	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000637555	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001255569	Uncertain significance	germline	not specified					Uncertain_significance
chr13:g.32912135G>A	7	2.386854	0.48495	0.49361	0.51929	0.08986	0.40578		0.16221	0.1976	0.74583	0.19531	0.05631	0.27806	0.42499	0.12157	0.55881	0.61905	0.37627		0.15959	0.50923	0.33414	0.39988	0.02108		0.08975	0.06391	0.56843	0.65909	0.20099	0.54149	0.71245			0.08279	0.00878	0.63482	0.43393	0.19599	0.20895	6.4114	0.26233			7.9841e-06										RCV000772219	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001232512	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr13:g.32912136G>A	7	-1.534023	0.1754	0.36066	0.51929	0.04706	0.04162		0.01153	0.02745	0.73417	0.01499	0.00751	0.24669	0.07363	0.12157	0.55881	0.61905	0.37627		0.15959	0.22346	0.01964	0.45056	0.02126		0.08975	0.06391	0.54974	0.62031	0.27675	0.0419	0.12627			0.05563	0.00025	0.41843	0.00964	0.01155	0.00864	0.7103	0.1034			7.98097e-06				1.883e-05	1.647e-05					RCV000556462	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000571908	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV002272282	Uncertain significance	germline	Neoplasm of ovary					Conflicting_interpretations_of_pathogenicity
chr13:g.32912142G>A	7	0.352705	0.41855	0.51488	0.51929	0.01455	0.18633		0.11557	0.13464	0.74371	0.12885	0.12568	0.24246	0.11136	0.12157	0.55881	0.61905	0.37627		0.1653	0.53616	0.42307	0.37304	0.02094		0.08975	0.27441	0.63387	0.65909	0.16577	0.54149	0.71245			0.02193	0.42384	0.64318	0.08839	0.01155	0.01902	1.2731	0.46649			3.99205e-06										RCV000985509	Uncertain significance	germline	not provided	RCV001020805	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001359613	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr13:g.32912147T>G	7	5.913275	0.9178	0.9168	0.51929	0.804	0.56533		0.7993	0.8164	0.95317	0.77072	0.56282	0.74766	0.91418	0.12157	0.34648	0.61905	0.37627		0.62929	0.97036	0.955	0.97703	0.19599		0.47691	0.71638	0.69303	0.86279	0.69885	0.52629	0.5683			0.39395	0.91141	0.97135	0.7849	0.76473	0.81119	16.1167	0.72477			3.99562e-06				9.415e-06	8.237e-06					RCV000506626	Uncertain significance	germline	not specified	RCV000581561	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000702274	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr13:g.32912150T>C	7	3.448084	0.64892	0.64454	0.51929	0.44368	0.85417		0.38447	0.43378	0.74896	0.42236	0.27208	0.3395	0.56946	0.12157	0.34648	0.61905	0.37627		0.13508	0.6126	0.55764	0.49097	0.12144		0.21844	0.42656	0.61781	0.86279	0.26491	0.52629	0.5683			0.06821	0.70191	0.76289	0.10874	0.09725	0.13227	4.922	0.49783			3.99476e-06				9.415e-06	8.237e-06					RCV000031431	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV001216931	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003156726	Likely benign	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32912153T>C	7	5.443501	0.7175	0.75569	0.51929	0.78871	0.95491		0.7791	0.79156	0.75215	0.56873	0.55438	0.38034	0.91418	0.12157	0.34648	0.61905	0.37627		0.62929	0.82355	0.87872	0.87822	0.19797		0.34098	0.71638	0.52141	0.70432	0.50462	0.52629	0.5683			0.29624	0.8051	0.85718	0.72154	0.43159	0.43721	10.4532	0.61087		0.842	1.19852e-05				9.415e-06	8.237e-06					RCV000044238	Uncertain significance	germline	not specified	RCV000077310	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000132318	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000195368	Likely benign	germline	Hereditary breast ovarian cancer syndrome	Conflicting_interpretations_of_pathogenicity
chr13:g.32912159C>T	7	1.153658	0.28259	0.49215	0.51929	0.20162	0.36418		0.39522	0.42307	0.75108	0.4177	0.22334	0.3266	0.64394	0.59785	0.34648	0.61905	0.37627		0.08999	0.6253	0.52443	0.50589	0.05423		0.18878	0.71638	0.33778	0.33817	0.44166	0.3004	0.38149			0.00772	0.19297	0.6251	0.06869	0.17115	0.44515	10.5938	0.42834			1.19991e-05										RCV000167201	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000412156	Uncertain significance	unknown	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000535786	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000780008	Uncertain significance	germline	not specified	Uncertain_significance
chr13:g.32912166C>T	7	0.429578	0.33755	0.51238	0.51929	0.15322	0.17943		0.11586	0.13217	0.74583	0.22718	0.10827	0.24289	0.21461	0.59785	0.34648	0.61905	0.37627		0.13803	0.63791	0.48725	0.54819	0.02315		0.2205	0.25036	0.23743	0.14501	0.20852	0.01917	0.01946			0.04818	0.76822	0.60924	0.31682	0.42436	0.10347	4.2963	0.27197			4.00429e-06																										
chr13:g.32912172_32912173del																																															3.18552e-05									RCV000044241	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV000077311	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000131092	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000214590	Pathogenic	germline	not provided	
chr13:g.32912187A>G	7	2.512693	0.6105	0.68088	0.51929	0.28547	0.83629		0.20566	0.22688	0.79761	0.34822	0.21631	0.23556	0.13785	0.59785	0.34648	0.61905	0.37627		0.15451	0.65099	0.55555	0.53493	0.03621		0.08975	0.37556	0.56843	0.21052	0.38223	0.85838	0.87026			0.10902	0.89029	0.77592	0.48186	0.34959	0.12569	4.7803	0.53357			4.01307e-06				9.415e-06	8.237e-06																					
chr13:g.32912190C>T	7	5.248785	0.62345	0.61874	0.51929	0.68138	0.97048		0.5822	0.55695	0.78082	0.29596	0.11756	0.3709	0.91418	0.59785	0.34648	0.61905	0.37627		0.48115	0.78638	0.6213	0.74773	0.17961		0.08975	0.30316	0.58702	0.23158	0.3556	0.3004	0.38149			0.27189	0.71397	0.75687	0.348	0.24123	0.43489	10.4125	0.50508			4.02084e-06				9.415e-06	1.647e-05					RCV000214873	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000473952	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000486250	Uncertain significance	germline	not provided	RCV001175565	Uncertain significance	germline	not specified	Uncertain_significance
chr13:g.32912195_32912196insA																																														4.02612e-06																										
chr13:g.32912201G>C	7	4.415093	0.70969	0.70595	0.51929	0.69226	0.62292		0.48257	0.46509	0.82806	0.51817	0.48014	0.34265	0.64147	0.55848	0.34648	0.61905	0.37627		0.29437	0.79162	0.80607	0.7773	0.06437		0.28155	0.71638	0.79791	0.48367	0.4727	0.54149	0.71245			0.31641	0.77554	0.83747	0.44694	0.60972	0.20642	6.3628	0.58117			4.01303e-06										RCV000077714	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000205458	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000759605	Uncertain significance	germline	not provided	RCV000776156	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	Uncertain_significance
chr13:g.32912207A>G	7	3.101436	0.41289	0.63244	0.51929	0.31683	0.60574		0.19561	0.22961	0.78082	0.17464	0.08673	0.3073	0.5522	0.55848	0.34648	0.61905	0.37627		0.3408	0.66886	0.4676	0.51844	0.07918		0.18612	0.24297	0.63387	0.55118	0.41535	0.16386	0.27614			0.201	0.6678	0.71869	0.25457	0.13595	0.28423	7.8163	0.55453	56		8.03148e-06	0.000127413			9.415e-06	8.237e-06					RCV000144184	Likely benign	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000160068	Likely benign	germline	not specified	RCV000537690	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV000575098	Likely benign	germline	Hereditary cancer-predisposing syndrome	Likely_benign
chr13:g.32912215T>G	7	5.055068	0.67417	0.67007	0.51929	0.71186	0.62428		0.47186	0.41812	0.70365	0.41835	0.32784	0.24071	0.1841	0.55848	0.34648	0.61905	0.37627		0.62929	0.7772	0.70254	0.75268	0.15812		0.38738	0.71638	0.61781	0.41383	0.24912	0.13216	0.05754			0.48598	0.85765	0.79643	0.5748	0.92824	0.49542	11.4756	0.64393			4.02499e-06					8.237e-06					RCV000132213	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000414919	Uncertain significance	unknown	Malignant tumor of prostate	RCV000471263	Uncertain significance	germline	Prostate neoplasm	RCV000478604	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	Uncertain_significance
chr13:g.32912223T>C	7	4.442419	0.71079	0.7171	0.51929	0.58536	0.88283		0.56545	0.59079	0.76561	0.7328	0.55332	0.39259	0.5522	0.55848	0.34648	0.61905	0.37627		0.2577	0.7262	0.7218	0.79305	0.07319		0.3182	0.71638	0.76049	0.48746	0.68292	0.52629	0.22078			0.21783	0.76576	0.84986	0.59928	0.7415	0.46166	10.8842	0.53445			8.08022e-06										RCV000165364	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000586904	Uncertain significance	germline	not provided	RCV000824375	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr13:g.32912234_32912237del																																														4.05515e-06										RCV000031437	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000044254	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV000131096	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000485903	Pathogenic	germline	not provided	
chr13:g.32912237G>A	7	2.462268	0.47428	0.46726	0.51929	0.43452	0.54015		0.26373	0.25958	0.00834	0.34008	0.23233	0.24772	0.25278	0.55848	0.34648	0.61905	0.37627		0.34342	0.01435	0.31927	0.44284	0.03674		0.08975	0.2621	0.46843	0.41383	0.29747	0.54149	0.24057			0.1297	0.67241	0.39377	0.43393	0.26798	0.06277	3.2082	0.41853				6.37064e-05					RCV002349260	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome																	
chr13:g.32912241A>G	7	2.628196	0.36506	0.35639	0.51929	0.26063	0.42276		0.25151	0.25965	0.00864	0.39306	0.2473	0.29788	0.36363	0.55848	0.34648	0.61905	0.37627		0.33751	0.01435	0.30197	0.40006	0.06659		0.08975	0.16614	0.44937	0.38718	0.31505	0.85838	0.87026			0.06004	0.82221	0.37593	0.29688	0.29843	0.36433	9.2032	0.30687		0.179	4.04989e-06										RCV000044256	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV000113214	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000129769	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000212231	Uncertain significance	unknown	not provided	Conflicting_interpretations_of_pathogenicity
chr13:g.32912247C>T	7	1.787537	0.31081	0.30139	0.51929	0.17939	0.42897		0.16281	0.16142	0.00864	0.17003	0.10036	0.26815	0.3407	0.40923	0.34648	0.61905	0.37627		0.14238	0.01578	0.27226	0.41092	0.03269		0.08975	0.13787	0.41544	0.29662	0.27608	0.09079	0.17403			0.05891	0.78891	0.34456	0.46513	0.5664	0.23654	6.9374	0.36254			4.05035e-06										RCV002301648	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003157153	Likely benign	germline	Hereditary cancer-predisposing syndrome									
chr13:g.32912249G>A	7	-0.428868	0.18576	0.17549	0.51929	0.02553	0.11188		0.06192	0.07383	0.00674	0.10576	0.0825	0.23603	0.16397	0.40923	0.15389	0.61905	0.37627		0.02428	0.00897	0.08194	0.50746	0.023		0.08975	0.06391	0.41478	0.24477	0.10762	0.12389	0.03703			0.00788	0.42384	0.34456	0.11919	0.10536	0.15799	5.4398	0.13626			4.05364e-06																										
chr13:g.32912252G>A	7	2.539526	0.09765	0.24088	0.51929	0.11133	0.32482		0.11877	0.14092	0.00647	0.17212	0.10261	0.2743	0.33773	0.40923	0.15389	0.61905	0.37627		0.12109	0.008	0.21946	0.44313	0.06392		0.08975	0.06391	0.43815	0.25085	0.21811	0.54149	0.25867			0.04717	0.54059	0.46444	0.1073	0.0493	0.31411	8.3419	0.36674			4.05686e-06				9.415e-06	8.237e-06																					
chr13:g.32912254G>T	7	1.57265	0.32374	0.3145	0.51929	0.26072	0.43866		0.19782	0.18492	0.00718	0.16024	0.18232	0.28561	0.36257	0.40923	0.15389	0.61905	0.37627		0.12109	0.01226	0.3431	0.48749	0.04401		0.08975	0.15269	0.45243	0.25933	0.34887	0.16601	0.27614			0.02828	0.50666	0.48105	0.42199	0.14034	0.29283	7.97	0.40164			4.06805e-06				9.415e-06	8.237e-06					RCV000219074	Uncertain significance	germline	not specified	RCV000555263	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000574577	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001354936	Uncertain significance	unknown	Malignant tumor of breast	Uncertain_significance
chr13:g.32912264A>G	7	-0.478198	0.05498	0.18124	0.51929	0.01102	0.11021		0.06821	0.07724	0.00626	0.15243	0.11748	0.27081	0.04225	0.40923	0.15389	0.33627	0.28877		0.02789	0.00738	0.03322	0.47628	0.01855		0.08975	0.06391	0.66497	0.34111	0.12403	0.85838	0.275			0.00885	0.0581	0.32689	0.06011	0.15109	0.25226	7.2326	0.20528			4.0781e-06				9.416e-06	8.237e-06					RCV000132209	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000465587	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000657047	Uncertain significance	germline	not provided					Uncertain_significance
chr13:g.32912265T>A	7	-0.580496	0.20341	0.19317	0.51929	0.01347	0.03521		0.05899	0.07905	0.00607	0.06622	0.00512	0.23571	0.15762	0.40923	0.15389	0.33627	0.28877		0.02789	0.00615	0.02681	0.48195	0.02432		0.08975	0.06391	0.64315	0.35823	0.18983	0.10537	0.21791			0.01892	0.00217	0.57999	0.06223	0.02685	0.18014	5.8639	0.29889			4.08107e-06				9.416e-06	8.237e-06																					
chr13:g.32912268G>A	7	0.551822	0.07	0.22695	0.51929	0.0334	0.33711		0.16705	0.1708	0.00751	0.14636	0.09418	0.24038	0.1964	0.40923	0.15389	0.33627	0.28877		0.11278	0.01026	0.14765	0.45621	0.01977		0.08975	0.06391	0.64315	0.40749	0.1086	0.54149	0.71245			0.05834	0.41046	0.33359	0.2674	0.2188	0.0509	2.8039	0.26233			1.22833e-05				9.416e-06	8.237e-06					RCV000700054	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000758886	Uncertain significance	unknown	not provided	RCV001021108	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32912277C>G	8	8.145222	0.86938	0.86767	0.51929		0.40487		0.5452	0.3688		0.17948	0.06596	0.23572	0.15542	0.55848	0.15389	0.61905	0.37627		0.06321						0.81001	0.2271	0.49849	0.38232	0.18624	0.3004	0.38149								0.17347	5.7385	0.85132			4.12069e-06				9.417e-06	8.238e-06					RCV000044266	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV000113219	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000129108	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000481804	Pathogenic	germline	not provided	Pathogenic
chr13:g.32912277C>T	7	1.436391	0.10274	0.26249	0.51929	0.15619	0.74932		0.14732	0.15736	0.00734	0.13464	0.08662	0.23572	0.15542	0.55848	0.15389	0.61905	0.37627		0.06321	0.01026	0.28499	0.45864	0.02702		0.08975	0.2271	0.49849	0.38232	0.18624	0.3004	0.38149			0.06523	0.80682	0.49714	0.28395	0.32675	0.17347	5.7385	0.23253			4.12069e-06										RCV002022530	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002346275	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome									
chr13:g.32912286G>T	7	-2.710396	0.20723	0.197	0.51929	0.1683	0.00628		0.00453	0.00518	0.00759	0.16566	0.27455	0.26648	0.05245	0.55848	0.15389	0.61905	0.37627		0.05186	0.01365	0.12981	0.50454	0.02421		0.08975	0.06391	0.2725	0.1245	0.10926	0.01093	0.01068			0.09983	0.93621	0.55615	0.1593	0.05685	0.30753	8.2302	0.29429				3.18634e-05									RCV000031438	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000131347	Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000555191	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001800324	Uncertain significance	unknown	not provided	Conflicting_interpretations_of_pathogenicity
chr13:g.32912291G>A	7	0.118405	0.13141	0.22531	0.51929	0.0273	0.35857		0.09722	0.10658	0.00632	0.06914	0.02299	0.23848	0.15532	0.55848	0.15389	0.61905	0.37627		0.06818	0.00832	0.19053	0.47792	0.02063		0.08975	0.06391	0.30626	0.3241	0.15794	0.54149	0.23651			0.05785	0.59226	0.34673	0.2852	0.11335	0.09526	4.11	0.3412			4.21866e-06										RCV001358210	Uncertain significance	unknown	not provided	RCV003158830	Likely benign	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr13:g.32912294T>A	7	2.220537	0.20502	0.43365	0.51929	0.38078	0.46769		0.45034	0.39494	0.01128	0.4381	0.23034	0.32643	0.56077	0.55848	0.15389	0.61905	0.37627		0.26883	0.03011	0.40244	0.24431	0.07864		0.2634	0.28801	0.31896	0.41165	0.33889	0.52629	0.5683			0.15965	0.56945	0.38592	0.65419	0.62352	0.46839	11.0043	0.43126			1.2743e-05				2.826e-05	2.472e-05					RCV000583146	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001853910	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr13:g.32912297G>T	7	-1.033737	0.2823	0.27256	0.51929	0.0559	0.15113		0.03742	0.03543	0.00674	0.17847	0.19811	0.30709	0.03443	0.55848	0.15389	0.61905	0.37627		0.09898	0.00897	0.14626	0.36148	0.02732		0.08975	0.24344	0.31189	0.3879	0.08789	0.04273	0.09534			0.07273	0.55181	0.45592	0.23183	0.08448	0.38854	9.6158	0.39153			4.24823e-06				9.42e-06	8.24e-06																					
chr13:g.32912316T>C	7	-1.286894	0.23265	0.22255	0.51929	0.05295	0.0481		0.02113	0.02079	0.00711	0.09499	0.06108	0.37985	0.01602	0.55848	0.15389	0.61905	0.37627		0.07066	0.00646	0.15742	0.50805	0.0227		0.08975	0.06391	0.33928	0.2848	0.03689	0.13314	0.09666			0.20947	0.52612	0.48105	0.20835	0.09022	0.02361	1.5199	0.2791		0.276	4.57737e-06					8.245e-06					RCV000044272	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000083101	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000132466	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000985512	Uncertain significance	germline	not provided	Uncertain_significance
