hgvsg	cadd_consscore	cadd_rawscore	dbnsfp_bayesdel_add_af_rankscore	dbnsfp_bayesdel_no_af_rankscore	dbnsfp_bstatistic_converted_rankscore	dbnsfp_clinpred_rankscore	dbnsfp_dann_rankscore	dbnsfp_deogen2_rankscore	dbnsfp_eigen_raw_coding_rankscore	dbnsfp_eigen_pc_raw_coding_rankscore	dbnsfp_fathmm_converted_rankscore	dbnsfp_fathmm_mkl_coding_rankscore	dbnsfp_fathmm_xf_coding_rankscore	dbnsfp_genocanyon_rankscore	dbnsfp_gerp___rs_rankscore	dbnsfp_gm12878_fitcons_rankscore	dbnsfp_h1_hesc_fitcons_rankscore	dbnsfp_huvec_fitcons_rankscore	dbnsfp_integrated_fitcons_rankscore	dbnsfp_list_s2_rankscore	dbnsfp_lrt_converted_rankscore	dbnsfp_metalr_rankscore	dbnsfp_metarnn_rankscore	dbnsfp_metasvm_rankscore	dbnsfp_mpc_rankscore	dbnsfp_mutationassessor_rankscore	dbnsfp_mutationtaster_converted_rankscore	dbnsfp_phastcons_100way_vertebrate_rankscore	dbnsfp_phastcons_17way_primate_rankscore	dbnsfp_phastcons_30way_mammalian_rankscore	dbnsfp_phylop_100way_vertebrate_rankscore	dbnsfp_phylop_17way_primate_rankscore	dbnsfp_phylop_30way_mammalian_rankscore	dbnsfp_polyphen2_hdiv_rankscore	dbnsfp_polyphen2_hvar_rankscore	dbnsfp_primateai_rankscore	dbnsfp_provean_converted_rankscore	dbnsfp_revel_rankscore	dbnsfp_sift_converted_rankscore	dbnsfp_sift4g_converted_rankscore	dbnsfp_siphy_29way_logodds_rankscore	dbnsfp_siphy_29way_logodds_score	dbnsfp_vest4_rankscore	evs_grantham_score	mutdb_mutpred_score	gnomad_exome_af	gnomad_genome_af	civic_actionscore	civic_clinvar_cnt	exac_nontcga_af	exac_af	clinvar_accession	clinvar_sig	clinvar_origin	clinvar_name	clinvar_accession_0	clinvar_sig_0	clivar_origin_0	clinvar_name_0	clinvar_accession_1	clinvar_sig_1	clivar_origin_1	clinvar_name_1	clinvar_accession_2	clinvar_sig_2	clivar_origin_2	clinvar_name_2	clinvar_accession_3	clinvar_sig_3	clivar_origin_3	clinvar_name_3	dbnsfp_clinvar_sig
chr11:g.108160399A>G	7	0.76679	0.20613	0.39796	0.94257	0.28147	0.08403	0.45447	0.59646	0.66803	0.01366	0.95942	0.75321	0.74766	0.76624	0.7944	0.6058	0.67416	0.46895	0.52631	0.62929	0.5324	0.50908	0.50127	0.17475	0.80896	0.54805	0.71638	0.73285	0.65909	0.93156	0.87719	0.88494	0.12996	0.13708	0.70599	0.39887	0.58507	0.04107	0.57587	0.7668	15.6333	0.65673			3.99138e-06	6.36821e-05									RCV000559779	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV001192153	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001577913	Uncertain significance	germline	not provided					Uncertain_significance
chr11:g.108160402G>A	7	4.664793	0.72015	0.78299	0.94257	0.60281	0.51344	0.41865	0.82144	0.8718	0.01673	0.95955	0.77891	0.74766	0.76624	0.70079	0.6058	0.53088	0.8544	0.49049	0.8433	0.10419	0.73262	0.04055	0.23601	0.72069	0.58761	0.71638	0.85391	0.86279	0.97886	0.70159	0.72986	0.5075	0.41729	0.79458	0.39503	0.74164	0.91255	0.92824	0.94778	19.4348	0.92667			3.99087e-06										RCV000666193	Uncertain significance	unknown	Ataxia-telangiectasia syndrome (AT)	RCV002331304	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr11:g.108160413A>C	7	2.155848	0.44998	0.50728	0.94257	0.30931	0.29463	0.30595	0.52753	0.56775	0.74689	0.74445	0.56429	0.27815	0.76624	0.70079	0.50148	0.53088	0.8544	0.52631	0.8433	0.18285	0.50076	0.07349	0.13947	0.64929	0.39607	0.71638	0.76049	0.86279	0.58471	0.87719	0.88494	0.07471	0.087	0.55811	0.14193	0.44019	0.19854	0.47828	0.45767	10.8142	0.46462			1.1961e-05				2.825e-05	2.471e-05					RCV000548258	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000581990	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr11:g.108160417A>G	7	5.768161	0.90266	0.90144	0.94257	0.9747	0.88372	0.80886	0.85755	0.87899	0.73311	0.95968	0.797	0.74766	0.76624	0.70079	0.50148	0.53088	0.8544	0.74506	0.8433	0.83766	0.82466	0.85386	0.58299	0.82803	0.58761	0.71638	0.5344	0.86279	0.93156	0.87719	0.88494	0.90584	0.97372	0.8152	0.93903	0.91328	0.91255	0.92824	0.7668	15.6333	0.93135			3.98606e-06										RCV001022300	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001315903	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)									Uncertain_significance
chr11:g.108160427T>G	7	3.294676	0.83892	0.87865	0.94257	0.73101	0.50548	0.62873	0.3042	0.30453	0.81478	0.79708	0.45358	0.15097	0.34883	0.82159	0.50148	0.53088	0.46895	0.59164	0.8433	0.67232	0.64704	0.62215	0.34186	0.72069	0.44746	0.71638	0.51019	0.62031	0.36736	0.13826	0.11101	0.47121	0.41295	0.87197	0.8103	0.86586	0.91255	0.92824	0.53179	12.1182	0.82862			3.98406e-06				9.416e-06	8.237e-06	RCV003079931	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)																	
chr11:g.108160439A>C	7	3.546335	0.65331	0.71666	0.94257	0.54818	0.92057	0.67004	0.52776	0.54245	0.75911	0.87402	0.58134	0.2332	0.50899	0.70079	0.50148	0.53088	0.8544	0.64631	0.8433	0.62428	0.58712	0.60323	0.31646	0.72069	0.49394	0.71638	0.79791	0.70432	0.55575	0.87719	0.88494	0.37944	0.3708	0.70973	0.64363	0.80067	0.61437	0.92824	0.48233	11.2469	0.70263			3.98289e-06				9.415e-06	8.237e-06					RCV000567342	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001235108	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)									Uncertain_significance
chr11:g.108160441T>C	7	5.668798	0.7357	0.83854	0.94257	0.8593	0.96971	0.64307	0.57963	0.60735	0.78645	0.98781	0.94683	0.3206	0.5054	0.70079	0.50148	0.53088	0.8544	0.55989	0.53742	0.6727	0.83762	0.65181	0.57238	0.82355	0.81001	0.71638	0.71098	0.62031	0.83578	0.55757	0.58424	0.62325	0.59072	0.72889	0.88148	0.94353	0.7849	0.83351	0.56561	12.7293	0.83576			3.98219e-06				9.415e-06	8.237e-06					RCV000549198	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV002285355	Uncertain significance	germline	not provided	RCV002329248	Uncertain significance	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr11:g.108160450T>G	7	4.255812	0.65154	0.7602	0.94257	0.65185	0.34183	0.68307	0.62746	0.6853	0.71187	0.99413	0.78877	0.74766	0.79688	0.70079	0.50148	0.53088	0.8544	0.50309	0.8433	0.66877	0.73195	0.64743	0.41713	0.73915	0.81001	0.71638	0.79791	0.86279	0.83578	0.55757	0.58424	0.32693	0.40236	0.54669	0.7498	0.83582	0.68238	0.76473	0.78346	15.8117	0.76296			7.96299e-06	3.1841e-05			1.883e-05	1.647e-05					RCV000130664	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000542166	Uncertain significance	unknown	Ataxia-telangiectasia syndrome (AT)									Uncertain_significance
chr11:g.108160453A>G	7	2.501019	0.38614	0.48651	0.94257	0.35411	0.78587	0.39058	0.52937	0.59898	0.68329	0.89771	0.7272	0.74766	0.83678	0.70079	0.50148	0.53088	0.8544	0.5698	0.62929	0.59221	0.47902	0.58267	0.13311	0.79541	0.4129	0.71638	0.79791	0.86279	0.77072	0.87719	0.88494	0.31634	0.29521	0.41142	0.32791	0.36365	0.25255	0.41239	0.80264	16.0186	0.49965			3.98143e-06										RCV000561036	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000628174	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV001269098	Uncertain significance	germline	not specified					Uncertain_significance
chr11:g.108160457T>A	7	3.13179	0.34767	0.52094	0.94257	0.41014	0.65274	0.41128	0.50634	0.54264	0.71779	0.56766	0.45634	0.17754	0.52967	0.70079	0.50148	0.53088	0.8544	0.52285	0.62929	0.43215	0.26326	0.51955	0.17754	0.67516	0.31805	0.71638	0.71098	0.86279	0.4025	0.55757	0.58424	0.41464	0.39259	0.40296	0.40274	0.3358	0.35537	0.47581	0.41931	10.1445	0.48134			3.98108e-06										RCV000165552	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000232578	Conflicting interpretations of pathogenicity	germline	Ataxia-telangiectasia syndrome (AT)	RCV000780910	Likely benign	germline	not specified	RCV001030530	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	Conflicting_interpretations_of_pathogenicity
chr11:g.108160464del																																														3.98057e-06										RCV000129787	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000254632	Pathogenic	germline	not provided	RCV000474596	Pathogenic	maternal	Ataxia-telangiectasia syndrome (AT)	RCV000709710	Pathogenic	germline	Familial cancer of breast	
chr11:g.108160465G>T	7	4.695329	0.81477	0.89767	0.94257	0.60714	0.7713	0.64996	0.90165	0.9415	0.75789	0.96606	0.80653	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.67793	0.8433	0.84258	0.80469	0.82992	0.32949	0.82355	0.81001	0.71638	0.97212	0.86279	0.97778	0.70159	0.72986	0.90584	0.74454	0.6299	0.80425	0.87722	0.61437	0.92824	0.96987	19.9019	0.93018			3.98096e-06																										
chr11:g.108160479T>A	7	6.417197	0.70898	0.7714	0.94257	0.75343	0.48272	0.65246	0.84567	0.87392	0.67187	0.69204	0.75523	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.55989	0.8433	0.7872	0.80607	0.80305	0.56441	0.73131	0.81001	0.71638	0.85391	0.86279	0.8361	0.55757	0.58424	0.90584	0.77976	0.65729	0.80172	0.85666	0.68238	0.92824	0.80264	16.0186	0.87049			3.98124e-06				9.415e-06	8.237e-06																					
chr11:g.108160482G>A	7	2.787701	0.58828	0.58306	0.94257	0.40588	0.87484	0.34041	0.66343	0.72933	0.74689	0.65493	0.60804	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.51891	0.8433	0.80708	0.536	0.77309	0.11596	0.58565	0.81001	0.71638	0.91618	0.86279	0.73733	0.70159	0.72986	0.37193	0.33073	0.53009	0.1048	0.56428	0.17881	0.92824	0.96987	19.9019	0.09914			3.98159e-06																										
chr11:g.108160486T>C	7	5.790794	0.88332	0.88184	0.94257	0.8703	0.98787	0.84059	0.84991	0.87875	0.69027	0.6964	0.94371	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.52235	0.8433	0.78831	0.95215	0.80984	0.62765	0.72352	0.81001	0.71638	0.91618	0.86279	0.8361	0.55757	0.58424	0.90584	0.73362	0.84095	0.86527	0.93543	0.7849	0.92824	0.80264	16.0186	0.99929		-1.0	3.98238e-06				9.416e-06	8.237e-06					RCV000159765	Likely pathogenic	germline	not provided	RCV000206187	Conflicting interpretations of pathogenicity	germline	Ataxia-telangiectasia syndrome (AT)	RCV000220574	Likely pathogenic	germline	Hereditary cancer-predisposing syndrome					Conflicting_interpretations_of_pathogenicity
chr11:g.108160488C>G	7	6.384906	0.85475	0.85285	0.94257	0.73915	0.95892	0.8548	0.78146	0.80393	0.68754	0.51538	0.62678	0.26768	0.83678	0.70079	0.50148	0.83352	0.8544	0.67067	0.8433	0.78118	0.78324	0.78887	0.45357	0.73131	0.58761	0.71638	0.85391	0.86279	0.48157	0.33519	0.39869	0.7322	0.58399	0.65734	0.87063	0.81485	0.68238	0.92824	0.68853	14.7116	0.97961			3.98305e-06	3.18573e-05			9.416e-06	8.237e-06					RCV000159723	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000197917	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000212014	Uncertain significance	germline	not provided					Conflicting_interpretations_of_pathogenicity
chr11:g.108160489G>A	7	6.03478	0.75779	0.85813	0.94257	0.43844	0.99661	0.53646	0.80336	0.8673	0.67543	0.76855	0.76625	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.78638	0.8433	0.77568	0.70283	0.73913	0.46483	0.73131	0.81001	0.71638	0.85391	0.86279	0.97778	0.70159	0.72986	0.57599	0.40739	0.5928	0.53898	0.79217	0.20683	0.92824	0.96987	19.9019	0.87373			7.96762e-06				9.416e-06	8.237e-06					RCV000214216	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000705795	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)									Uncertain_significance
chr11:g.108160489G>T	7	7.237926	0.83427	0.87362	0.94257	0.67445	0.93639	0.68275	0.90867	0.94765	0.67367	0.78799	0.78736	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.72182	0.8433	0.80052	0.84809	0.80575	0.57086	0.73131	0.81001	0.71638	0.85391	0.86279	0.97778	0.70159	0.72986	0.7322	0.631	0.69893	0.85247	0.91155	0.65419	0.92824	0.96987	19.9019	0.96531			3.98381e-06																										
chr11:g.108160507T>C		5.705439	0.82561	0.86502	0.94257	0.78425	0.94637	0.66918	0.63919	0.69514	0.77466	0.6964	0.78134	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.48387	0.62929	0.69376	0.78613	0.67692	0.59877	0.71248	0.46578	0.71638	0.47775	0.46477	0.8361	0.55757	0.58424	0.90584	0.72444	0.66246	0.81187	0.94466	0.7849	0.92824	0.80264	16.0186	0.9337			3.98877e-06					8.237e-06	RCV001205693	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)																	Uncertain_significance
chr11:g.108160512C>G	7	6.062476	0.85879	0.86423	0.94257	0.64653	0.61029	0.67551	0.86383	0.90211	0.66834	0.74301	0.76178	0.74766	0.83678	0.70079	0.50148	0.83352	0.8544	0.6207	0.8433	0.79295	0.8089	0.78396	0.41131	0.72352	0.81001	0.71638	0.65344	0.86279	0.82027	0.33519	0.39869	0.7322	0.66466	0.62324	0.93366	0.87527	0.58626	0.92824	0.96987	19.9019	0.94432			7.98754e-06										RCV000115196	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000206587	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000212016	Uncertain significance	germline	not provided					Uncertain_significance
chr11:g.108160523C>G		2.436761	0.42697	0.41923	0.94257	0.30592	0.43427	0.41927	0.45052	0.4514	0.65931	0.50858	0.47178	0.23046	0.30504	0.70079	0.50148	0.83352	0.8544	0.56114	0.8433	0.55919	0.38825	0.50694	0.17559	0.71248	0.44438	0.71638	0.57271	0.70432	0.27917	0.09177	0.18199	0.4195	0.35019	0.49512	0.35991	0.4034	0.40319	0.55341	0.44644	10.6165	0.80278			4.0049e-06				9.417e-06	8.238e-06																					
chr11:g.108160524C>G	7	0.170548	0.23847	0.34011	0.94257	0.02111	0.11443	0.31888	0.13772	0.20894	0.68329	0.43457	0.4842	0.21516	0.24418	0.70079	0.50148	0.83352	0.8544	0.5103	0.3982	0.37034	0.10491	0.25464	0.15126	0.16971	0.22916	0.71638	0.56047	0.65909	0.56523	0.12423	0.26522	0.02946	0.04355	0.07118	0.09297	0.2249	0.04239	0.11443	0.62008	13.6882	0.14763			4.00734e-06																										
chr11:g.108163345G>C	6	3.624067	0.59507	0.72195	0.94217		0.44456		0.96088	0.91382		0.84669		0.29531	0.72285	0.03792	0.03266	0.03346	0.03765								0.81001	0.71638	0.20376	0.2233	0.73466	0.7674	0.78918								0.63801	13.9786				3.98292e-06				9.415e-06	8.236e-06					RCV000216400	Pathogenic/Likely pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000486776	Pathogenic	germline	not provided	RCV000530451	Pathogenic/Likely pathogenic	unknown	Ataxia-telangiectasia syndrome (AT)					Pathogenic/Likely_pathogenic
chr11:g.108163348_108163350del																																														3.98226e-06																										
chr11:g.108163348C>T	7	2.742947	0.46544	0.47416	0.94217	0.31554	0.24118	0.39068	0.37352	0.42678	0.7095	0.87228	0.60978	0.21684	0.72285	0.7944	0.50148	0.95156	0.92422	0.41514	0.4659	0.55919	0.65948	0.50842	0.17634	0.60977	0.43508	0.71638	0.20513	0.23177	0.73817	0.4025	0.45946	0.16265	0.1009	0.28959	0.44094	0.34456	0.2266	0.28391	0.35672	9.0743	0.67736			7.96273e-06				9.415e-06	1.647e-05					RCV001051653	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV001176512	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr11:g.108163353T>C	7	-0.389665	0.03687	0.14092	0.94217	0.0023	0.01992	0.31046	0.05914	0.08672	0.67712	0.02351	0.00213	0.14609	0.37468	0.52539	0.50148	0.95156	0.92422	0.00987	0.08369	0.41209	0.02007	0.17648	0.24789	0.00749	0.42138	0.06391	0.18471	0.22537	0.15917	0.09635	0.17533	0.02946	0.01387	0.00788	0.07444	0.12962	0.04534	0.08189	0.26739	7.5105	0.06322			3.9795e-06	3.18573e-05			9.415e-06	8.236e-06					RCV000691288	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV001022491	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001193601	Uncertain significance	germline	not specified					Conflicting_interpretations_of_pathogenicity
chr11:g.108163354G>A	7	-0.510589	0.10364	0.18645	0.94217	0.00689	0.00893	0.33645	0.02873	0.02976	0.68329	0.07307	0.0255	0.17447	0.02054	0.52539	0.50148	0.95156	0.92422	0.10263	0.08369	0.44952	0.02724	0.31352	0.23811	0.11182	0.08975	0.06391	0.18872	0.22557	0.03349	0.15538	0.05739	0.02946	0.01387	0.00795	0.13035	0.40148	0.00964	0.01155	0.53755	12.2227	0.12627			2.38806e-05				9.415e-06	2.471e-05					RCV000164631	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000461400	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000484293	Uncertain significance	germline	not provided					Uncertain_significance
chr11:g.108163356A>G	7	-0.47208	0.05539	0.18145	0.94217	0.01416	0.03117	0.30832	0.06881	0.10177	0.69657	0.14034	0.14632	0.10114	0.30588	0.52539	0.50148	0.95156	0.92422	0.15685	0.20801	0.40052	0.04837	0.16177	0.11564	0.11182	0.08975	0.06391	0.19983	0.24206	0.11163	0.14653	0.2456	0.02946	0.06944	0.17863	0.10656	0.12962	0.07259	0.08079	0.08887	3.9565	0.02559			3.97969e-06										RCV000697062	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000774993	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr11:g.108163356A>T	7	-0.119676	0.21604	0.20585	0.94217	0.01236	0.01615	0.37816	0.03836	0.073	0.70249	0.05646	0.01168	0.10114	0.30588	0.52539	0.50148	0.95156	0.92422	0.17081	0.20801	0.31556	0.04619	0.2785	0.22249	0.00374	0.18198	0.06391	0.19983	0.24206	0.11163	0.14653	0.2456	0.02946	0.01387	0.21065	0.22294	0.20419	0.03741	0.04142	0.08887	3.9565	0.07262			3.97969e-06						RCV001054514	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)																	Uncertain_significance
chr11:g.108163365G>C	7	2.917715	0.24033	0.32155	0.94217	0.42232	0.49461	0.37026	0.5414	0.5732	0.01516	0.77022	0.5192	0.234	0.66477	0.52539	0.50148	0.67416	0.46895	0.46699	0.8433	0.02321	0.45186	0.61488	0.15006	0.70256	0.39374	0.71638	0.4474	0.48746	0.49943	0.7674	0.78918	0.45682	0.34892	0.30983	0.36189	0.39377	0.1971	0.24123	0.5113	11.7535	0.40465			3.97988e-06										RCV000166626	Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000205290	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)									Uncertain_significance
chr11:g.108163366T>C	7	1.990659	0.22216	0.21199	0.94217	0.31679	0.25374	0.36645	0.36903	0.41635	0.01504	0.76591	0.48905	0.22421	0.43823	0.52539	0.50148	0.67416	0.46895	0.31206	0.8433	0.02321	0.33064	0.40989	0.17355	0.70256	0.39908	0.71638	0.47363	0.55118	0.65756	0.62972	0.64695	0.2319	0.20255	0.33406	0.36189	0.44549	0.12148	0.45744	0.43149	10.3564	0.21839			3.97902e-06				9.415e-06	8.236e-06																					
chr11:g.108163374C>T	7	7.785644	0.80949	0.81635	0.94217	0.72514	0.99334	0.67873	0.73699	0.74047	0.7048	0.65196	0.50619	0.32033	0.66477	0.95613	0.50148	0.67416	0.98587	0.69569	0.8433	0.80713	0.75021	0.81829	0.53496	0.72352	0.50061	0.38783	0.69303	0.70432	0.51366	0.4025	0.45946	0.90584	0.71741	0.31494	0.64246	0.80664	0.59928	0.69154	0.91524	18.6858	0.56489			7.95881e-06				1.883e-05	1.647e-05					RCV000459393	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000483688	Uncertain significance	germline	not specified	RCV000569181	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000766502	Uncertain significance	germline	not provided	Uncertain_significance
chr11:g.108163375G>A	7	4.874036	0.53034	0.53901	0.94217	0.48733	0.99163	0.49287	0.60199	0.58888	0.69896	0.76172	0.5964	0.32521	0.47196	0.95613	0.50148	0.67416	0.98587	0.46223	0.8433	0.7467	0.59433	0.75698	0.18651	0.72352	0.38555	0.71638	0.678	0.65909	0.6898	0.15698	0.25044	0.77913	0.66722	0.24758	0.43524	0.7278	0.40068	0.54159	0.63582	13.9441	0.31925	29	-1.0	7.95931e-06	6.38488e-05			9.415e-06	8.236e-06					RCV000159726	Uncertain significance	germline	not provided	RCV000217727	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000467957	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)					Uncertain_significance
chr11:g.108163375G>T	7	4.783757	0.77803	0.78539	0.94217	0.55349	0.89708	0.53716	0.55271	0.54728	0.69657	0.80611	0.60739	0.32521	0.47196	0.95613	0.50148	0.67416	0.98587	0.71037	0.8433	0.70584	0.80679	0.67826	0.18725	0.72352	0.40459	0.71638	0.678	0.65909	0.6898	0.15698	0.25044	0.67487	0.62241	0.25338	0.6158	0.81018	0.53172	0.63918	0.63582	13.9441	0.74644			7.95931e-06				9.415e-06	1.647e-05					RCV001051654	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV001182962	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr11:g.108163377A>G	7	4.454027	0.50029	0.55503	0.94217	0.38194	0.94547	0.49397	0.54132	0.58882	0.68329	0.89814	0.76259	0.45857	0.66477	0.95613	0.50148	0.67416	0.98587	0.57764	0.8433	0.57784	0.64517	0.58447	0.3989	0.71248	0.41448	0.71638	0.73285	0.70432	0.89659	0.94297	0.94714	0.39878	0.33146	0.29357	0.4802	0.5709	0.30375	0.3919	0.71311	15.0236	0.64223			7.95887e-06										RCV000218371	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000487259	Uncertain significance	germline	not provided	RCV000555359	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV002247648	Uncertain significance	germline	not specified	Uncertain_significance
chr11:g.108163380T>C	7	1.773362	0.30939	0.29996	0.94217	0.47688	0.23658	0.34864	0.27465	0.3456	0.65747	0.4709	0.30165	0.17034	0.66477	0.95613	0.50148	0.67416	0.98587	0.48193	0.51296	0.39912	0.28562	0.32551	0.16491	0.35738	0.29627	0.71638	0.76049	0.70432	0.50225	0.62972	0.64695	0.07471	0.04355	0.48886	0.35399	0.2102	0.04699	0.09655	0.38491	9.5536	0.20793				3.18695e-05									RCV000130312	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000531385	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV002492501	Uncertain significance	unknown	Familial cancer of breast				Ataxia-telangiectasia syndrome (AT)	Uncertain_significance
chr11:g.108163386C>T	7	5.327322	0.40201	0.66873	0.94217	0.27744	0.92663	0.5756	0.65294	0.67735	0.68181	0.74713	0.53654	0.74766	0.66477	0.95613	0.50148	0.95156	0.98587	0.67446	0.8433	0.69495	0.64434	0.70281	0.43218	0.68882	0.54805	0.42656	0.76049	0.86279	0.57895	0.4025	0.45946	0.49247	0.49695	0.35674	0.51646	0.58254	0.3261	0.50514	0.91524	18.6858	0.61002	22		1.59153e-05	0.000127649			1.883e-05	1.647e-05					RCV000132531	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000232961	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000479110	Uncertain significance	germline	not provided	RCV001192364	Uncertain significance	germline	not specified	Uncertain_significance
chr11:g.108163397C>G	7	3.080726	0.55706	0.62451	0.94217	0.36225	0.77442	0.39428	0.43745	0.43321	0.67011	0.54735	0.39335	0.19404	0.47196	0.95613	0.50148	0.95156	0.98587	0.59357	0.8433	0.56852	0.64164	0.54478	0.24578	0.72352	0.39198	0.71638	0.3795	0.48746	0.27675	0.4025	0.45946	0.4761	0.4646	0.40325	0.47008	0.61502	0.34095	0.44501	0.3327	8.6635	0.64648			3.97896e-06				9.415e-06	8.236e-06																					
chr11:g.108163402T>G	8	11.071907	0.96476	0.96417	0.94217		0.4915		0.85838	0.78499		0.79674	0.27906	0.45857	0.66477	0.95613	0.50148	0.95156	0.98587		0.62929						0.81001	0.36536	0.31115	0.41165	0.76256	0.62972	0.64695								0.71311	15.0236	0.96644			3.97867e-06						RCV000557405	Pathogenic	germline	Ataxia-telangiectasia syndrome (AT)																	Pathogenic
chr11:g.108163410G>A	7	2.294601	0.29116	0.2815	0.94217	0.33181	0.48921	0.29635	0.46907	0.48706	0.6463	0.68762	0.49023	0.21707	0.47196	0.97443	0.96076	0.95156	0.92422	0.47957	0.62929	0.4836	0.44412	0.49138	0.1217	0.36832	0.38727	0.71638	0.3675	0.4801	0.68543	0.7674	0.78918	0.41609	0.32088	0.24205	0.08495	0.32689	0.22312	0.2521	0.45655	10.7948	0.11769	29		3.97871e-06				9.415e-06	8.236e-06					RCV000688748	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV003163126	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr11:g.108163410G>T	7	4.061627	0.78391	0.78112	0.94217	0.52153	0.66904	0.39858	0.67425	0.65404	0.66113	0.76068	0.54011	0.21707	0.47196	0.97443	0.96076	0.95156	0.92422	0.71352	0.62929	0.70256	0.72498	0.69827	0.2733	0.67893	0.46274	0.71638	0.3675	0.4801	0.68543	0.7674	0.78918	0.68779	0.64886	0.36891	0.51811	0.61388	0.72154	0.79402	0.45655	10.7948	0.83987			3.97871e-06				9.415e-06	8.236e-06					RCV000218663	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000817163	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)									Uncertain_significance
chr11:g.108163414G>T	7	4.750366	0.88073	0.87921	0.94217	0.88445	0.36513	0.62626	0.8209	0.8442	0.68181	0.92158	0.83913	0.74766	0.66477	0.97443	0.96076	0.95156	0.92422	0.59406	0.8433	0.76238	0.86777	0.77903	0.3932	0.73131	0.58761	0.71638	0.48361	0.65909	0.91438	0.7674	0.78918	0.64738	0.60373	0.68048	0.86686	0.90369	0.7849	0.83351	0.91524	18.6858	0.9455			3.9789e-06					8.236e-06					RCV000199907	Uncertain significance	germline	Ataxia-telangiectasia syndrome (AT)	RCV000234909	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000589257	Uncertain significance	germline	not provided					Uncertain_significance
